z,P(Z≤z)_empirica,P(Z≤z)_teorica,error_absoluto
-0.07000000000008155,0.47249,0.47209682981944645,0.00039317018055357034
-0.060000000000081766,0.476435,0.4760778173458606,0.00035718265413942074
-0.05000000000008198,0.480456,0.4800611941615949,0.0003948058384051212
-0.04000000000008219,0.48444,0.48404656314713645,0.0003934368528635268
-0.030000000000082405,0.488432,0.48803352658585447,0.00039847341414550597
-0.02000000000008262,0.492382,0.4920216862830651,0.00036031371693490133
-0.010000000000082832,0.496426,0.4960106436853354,0.00041535631466460554
-8.304468224196171e-14,0.500394,0.49999999999996686,0.0003940000000331456
0.009999999999916742,0.50442,0.5039893563145984,0.00043064368540157716
0.01999999999991653,0.508431,0.5079783137168686,0.00045268628313133163
0.029999999999916316,0.512495,0.5119664734140793,0.00052852658592073
0.0399999999999161,0.516436,0.5159534368527973,0.0004825631472027414
0.04999999999991589,0.520327,0.519938805838339,0.00038819416166102627
0.059999999999915676,0.524341,0.5239221826540733,0.00041881734592663644
0.06999999999991546,0.528318,0.5279031701804875,0.00041482981951246334
0.07999999999991525,0.532241,0.5318813720139537,0.00035962798604627366
0.08999999999991504,0.53622,0.5358563925851384,0.00036360741486163306
0.09999999999991482,0.540117,0.5398278372769951,0.00028916272300483215
0.10999999999991461,0.544085,0.543795312542283,0.0002896874577170694
0.1199999999999144,0.548042,0.5477584260205499,0.00028357397945011353
0.12999999999991418,0.55203,0.5517167866545272,0.0003132133454728514
0.13999999999991397,0.556049,0.5556700048058725,0.00037899519412754046
0.14999999999991376,0.560115,0.5596176923702085,0.0004973076297914991
0.15999999999991354,0.564007,0.5635594628913988,0.00044753710860123697
0.16999999999991333,0.567956,0.5674949316750043,0.00046106832499570594
0.17999999999991312,0.571824,0.5714237159008666,0.0004002840991333967
0.1899999999999129,0.575722,0.5753454347347613,0.00037656526523865974
0.1999999999999127,0.579773,0.5792597094390689,0.0005132905609310789
0.20999999999991248,0.583738,0.5831661634824081,0.0005718365175918505
0.21999999999991227,0.587728,0.5870644226481805,0.0006635773518195442
0.22999999999991205,0.591552,0.5909541151419717,0.0005978848580282525
0.23999999999991184,0.59538,0.5948348716977617,0.0005451283022382958
0.24999999999991163,0.599214,0.5987063256828895,0.000507674317110518
0.2599999999999114,0.603003,0.6025681132017263,0.0004348867982736371
0.2699999999999112,0.606858,0.6064198731980054,0.0004381268019946205
0.279999999999911,0.610668,0.610261247555763,0.00040675244423693524
0.2899999999999108,0.614481,0.6140918811988432,0.0003891188011568847
0.29999999999991056,0.618236,0.6179114221889185,0.00032457781108152783
0.30999999999991035,0.622062,0.6217195218219852,0.0003424781780148045
0.31999999999991013,0.625905,0.625515834723286,0.0003891652767140652
0.3299999999999099,0.629792,0.6293000189406195,0.0004919810593805307
0.3399999999999097,0.633561,0.6330717360359941,0.0004892639640059482
0.3499999999999095,0.637234,0.6368306511755851,0.00040334882441483977
0.3599999999999093,0.640986,0.6405764332179573,0.0004095667820426252
0.36999999999990907,0.644818,0.6443087548005129,0.0005092451994871405
0.37999999999990886,0.64845,0.6480272924241289,0.0004227075758710397
0.38999999999990864,0.652165,0.6517317265359486,0.0004332734640514202
0.39999999999990843,0.655863,0.6554217416102904,0.00044125838970954234
0.4099999999999082,0.659527,0.6590970262276438,0.00042997377235620693
0.419999999999908,0.663088,0.6627572731517168,0.00033072684828316934
0.4299999999999078,0.666695,0.6664021794045087,0.00029282059549129436
0.4399999999999076,0.670285,0.6700314463393728,0.00025355366062718154
0.44999999999990736,0.673907,0.6736447797120466,0.00026222028795341856
0.45999999999990715,0.677576,0.677241889749619,0.0003341102503809923
0.46999999999990694,0.68115,0.680822491217411,0.0003275087825890255
0.4799999999999067,0.684844,0.6843863034837443,0.0004576965162557123
0.4899999999999065,0.688402,0.6879330505825764,0.000468949417423592
0.4999999999999063,0.692014,0.6914624612739801,0.0005515387260198734
0.5099999999999061,0.6956,0.6949742691024476,0.0006257308975523568
0.5199999999999059,0.699217,0.6984682124530011,0.0007487875469989191
0.5299999999999057,0.702585,0.7019440346050909,0.0006409653949090988
0.5399999999999054,0.705977,0.7054014837842694,0.0005755162157305982
0.5499999999999052,0.709435,0.7088403132116211,0.0005946867883789286
0.559999999999905,0.712878,0.7122602811509406,0.0006177188490593677
0.5699999999999048,0.716133,0.7156611509536436,0.00047184904635644287
0.5799999999999046,0.719548,0.7190426911014034,0.0005053088985965681
0.5899999999999044,0.72293,0.7224046752465031,0.0005253247534968697
0.5999999999999042,0.726231,0.7257468822498945,0.00048411775010548386
0.609999999999904,0.729581,0.7290690962169625,0.0005119037830375595
0.6199999999999037,0.732912,0.7323711065309852,0.0005408934690147582
0.6299999999999035,0.736189,0.7356527078842909,0.0005362921157090472
0.6399999999999033,0.739395,0.738913700307107,0.00048129969289301133
0.6499999999999031,0.742643,0.742153889194104,0.0004891108058960869
0.6599999999999029,0.745883,0.7453730853286327,0.0005099146713672953
0.6699999999999027,0.748998,0.7485711049046588,0.0004268950953412176
0.6799999999999025,0.752172,0.7517477695463985,0.0004242304536014041
0.6899999999999022,0.755275,0.7549029063256598,0.00037209367434021257
0.699999999999902,0.758404,0.7580363477768963,0.00036765222310364276
0.7099999999999018,0.76153,0.7611479319099829,0.00038206809001717357
0.7199999999999016,0.764548,0.7642375022207185,0.00031049777928149336
0.7299999999999014,0.767623,0.7673049076990723,0.00031809230092771923
0.7399999999999012,0.770624,0.7703500028351795,0.0002739971648204609
0.749999999999901,0.773567,0.773372647623102,0.00019435237689802154
0.7599999999999008,0.776603,0.776372707562371,0.00023029243762906493
0.7699999999999005,0.77963,0.7793500536573209,0.0002799463426791382
0.7799999999999003,0.782561,0.7823045624142375,0.0002564375857624368
0.7899999999999001,0.785499,0.7852361158363337,0.000262884163666266
0.7999999999998999,0.788416,0.7881446014165743,0.0002713985834257304
0.8099999999998997,0.791358,0.7910299121283696,0.0003280878716304114
0.8199999999998995,0.794146,0.7938919464141583,0.0002540535858417403
0.8299999999998993,0.796904,0.7967306081719031,0.00017339182809683606
0.839999999999899,0.799737,0.799545806739522,0.00019119326047800644
0.8499999999998988,0.802568,0.8023374568772794,0.0002305431227205279
0.8599999999998986,0.805293,0.8051054787481637,0.00018752125183629786
0.8699999999998984,0.80805,0.807849797896276,0.00020020210372406755
0.8799999999998982,0.810745,0.8105703452232602,0.00017465477673983543
0.889999999999898,0.813455,0.8132670569628,0.00018794303720004457
0.8999999999998978,0.81612,0.8159398746532134,0.00018012534678657488
0.9099999999998976,0.818795,0.8185887451081757,0.00020625489182435341
0.9199999999998973,0.821503,0.8212136203856015,0.00028937961439845505
0.9299999999998971,0.824077,0.8238144577547155,0.00026254224528443615
0.9399999999998969,0.826588,0.826391219661349,0.00019678033865100364
0.9499999999998967,0.829146,0.8289438736914919,0.00020212630850813262
0.9599999999998965,0.831725,0.8314723925331362,0.00025260746686384117
0.9699999999998963,0.834304,0.8339767539364445,0.00032724606355549746
0.9799999999998961,0.836786,0.836456940672282,0.0003290593277179843
0.9899999999998959,0.839173,0.8389129404891436,0.0002600595108563919
0.9999999999998956,0.841531,0.8413447460685177,0.0001862539314823053
1.0099999999998954,0.843853,0.8437523549787204,0.00010064502127959951
1.0199999999998952,0.846252,0.8461357696272402,0.00011623037275976245
1.029999999999895,0.848598,0.8484949972116316,0.00010300278836838928
1.0399999999998948,0.850947,0.8508300496689942,0.00011695033100578289
1.0499999999998946,0.8532,0.8531409436240798,5.9056375920185644e-05
1.0599999999998944,0.855471,0.8554277003360664,4.329966393357143e-05
1.0699999999998941,0.857763,0.857690345644037,7.265435596304215e-05
1.079999999999894,0.859929,0.8599289099112073,9.008879275906878e-08
1.0899999999998937,0.862167,0.8621434279679411,2.357203205893832e-05
1.0999999999998935,0.864357,0.8643339390535941,2.306094640591727e-05
1.1099999999998933,0.866542,0.8665004867572298,4.1513242770241376e-05
1.119999999999893,0.868669,0.8686431189572466,2.5881042753472805e-05
1.1299999999998929,0.870844,0.8707618877599597,8.21122400402885e-05
1.1399999999998927,0.872937,0.8728568494371793,8.01505628206245e-05
1.1499999999998924,0.875015,0.8749280643628277,8.693563717232511e-05
1.1599999999998922,0.877063,0.8769755969486346,8.740305136545334e-05
1.169999999999892,0.87917,0.8789995155789601,0.00017048442103995143
1.1799999999998918,0.881169,0.8809998925447778,0.00016910745522213944
1.1899999999998916,0.88316,0.88297680397687,0.0001831960231299945
1.1999999999998914,0.885135,0.8849303297782707,0.00020467022172931948
1.2099999999998912,0.887034,0.8868605535560018,0.0001734464439981931
1.219999999999891,0.888913,0.8887675625521447,0.0001454374478552234
1.2299999999998907,0.890801,0.8906514475742875,0.00014955242571246252
1.2399999999998905,0.892571,0.8925123029253927,5.869707460726126e-05
1.2499999999998903,0.894408,0.8943502263331247,5.777366687531593e-05
1.25999999999989,0.896264,0.8961653188786798,9.868112132016549e-05
1.2699999999998899,0.898074,0.8979576849251611,0.00011631507483889081
1.2799999999998897,0.899822,0.8997274320455386,9.456795446138866e-05
1.2899999999998895,0.901548,0.9014746709502329,7.33290497670902e-05
1.2999999999998892,0.903318,0.9031995154143706,0.0001184845856293526
1.309999999999889,0.904984,0.9049020822047422,8.191779525779097e-05
1.3199999999998888,0.906664,0.9065824910065097,8.150899349035345e-05
1.3299999999998886,0.90835,0.9082408643497009,0.0001091356502991303
1.3399999999998884,0.91001,0.9098773275355294,0.00013267246447057346
1.3499999999998882,0.911661,0.91149200856258,0.00016899143742010736
1.359999999999888,0.913223,0.9130850380528972,0.00013796194710280485
1.3699999999998878,0.914771,0.9146565491780154,0.00011445082198457968
1.3799999999998875,0.916289,0.9162066775849684,8.232241503158821e-05
1.3899999999998873,0.917864,0.9177355613223139,0.00012843867768608241
1.3999999999998871,0.919374,0.919243340766212,0.00013065923378807742
1.409999999999887,0.920818,0.920730158546591,8.784145340900995e-05
1.4199999999998867,0.922388,0.9221961594734371,0.00019184052656284756
1.4299999999998865,0.923809,0.9236414904632446,0.0001675095367553725
1.4399999999998863,0.925246,0.9250663004656569,0.00017969953434315844
1.449999999999886,0.926609,0.9264707403903358,0.00013825960966418194
1.4599999999998858,0.92804,0.9278549630340905,0.0001850369659094353
1.4699999999998856,0.929401,0.929219123008299,0.00018187699170102434
1.4799999999998854,0.930779,0.930563376666653,0.00021562333334701478
1.4899999999998852,0.932151,0.9318878820332595,0.00026311796674050036
1.499999999999885,0.933392,0.933192798731127,0.00019920126887296163
1.5099999999998848,0.934668,0.9344782879110688,0.0001897120889312598
1.5199999999998846,0.935945,0.9357445121810497,0.00020048781895032342
1.5299999999998843,0.937307,0.9369916355360073,0.0003153644639927178
1.5399999999998841,0.938573,0.938219823288174,0.00035317671182599764
1.549999999999884,0.939749,0.9394292419979271,0.0003197580020728452
1.5599999999998837,0.940917,0.9406200594051932,0.0002969405948067827
1.5699999999998835,0.9421,0.9417924443614334,0.0003075556385666589
1.5799999999998833,0.943236,0.9429465667622324,0.0002894332377675335
1.589999999999883,0.944291,0.9440825974805174,0.00020840251948262
1.5999999999998828,0.945417,0.945200708300429,0.0002162916995709363
1.6099999999998826,0.946517,0.9463010718518675,0.00021592814813253813
1.6199999999998824,0.947609,0.9473838615457353,0.00022513845426475054
1.6299999999998822,0.948658,0.9484492515098982,0.00020874849010177332
1.639999999999882,0.949727,0.949497416525884,0.00022958347411594637
1.6499999999998818,0.950756,0.9505285319663398,0.0002274680336602497
1.6599999999998816,0.951754,0.9515427737332652,0.0002112262667347542
1.6699999999998814,0.95275,0.952540318197041,0.0002096818029589942
1.6799999999998811,0.953696,0.9535213421362684,0.00017465786373160874
1.689999999999881,0.954686,0.9544860226784389,0.00019997732156118442
1.6999999999998807,0.955613,0.9554345372414458,0.0001784627585542653
1.7099999999998805,0.956588,0.956367063475957,0.0002209365240429806
1.7199999999998803,0.957445,0.9572837792086603,0.00016122079133973344
1.72999999999988,0.958368,0.9581848623863943,0.00018313761360566616
1.7399999999998799,0.9592,0.9590704910211821,0.000129508978817916
1.7499999999998797,0.960075,0.9599408431361726,0.0001341568638274504
1.7599999999998794,0.960993,0.9607960967125071,0.00019690328749288888
1.7699999999998792,0.961752,0.9616364296371187,0.00011557036288134537
1.779999999999879,0.962572,0.9624620196514733,0.00010998034852671701
1.7899999999998788,0.963422,0.963273044301264,0.00014895569873596415
1.7999999999998786,0.964236,0.9640696808870646,0.00016631911293540913
1.8099999999998784,0.965012,0.9648521064159518,0.00015989358404822074
1.8199999999998782,0.965799,0.9656204975541007,0.00017850244589923125
1.829999999999878,0.966534,0.9663750305803626,0.0001589694196374447
1.8399999999998777,0.96724,0.9671158813408272,0.00012411865917283382
1.8499999999998775,0.967995,0.9678432252043775,0.00015177479562256124
1.8599999999998773,0.968684,0.9685572370192386,0.000126762980761419
1.869999999999877,0.969404,0.9692580910705255,0.00014590892947452527
1.8799999999998769,0.970085,0.9699459610387918,0.00013903896120814885
1.8899999999998767,0.97074,0.9706210199595824,0.00011898004041765997
1.8999999999998765,0.971409,0.9712834401839902,0.00012555981600981259
1.9099999999998762,0.972087,0.9719333933402196,0.00015360665978048083
1.919999999999876,0.972718,0.9725710502961553,0.00014694970384465655
1.9299999999998758,0.973314,0.9731965811229374,0.000117418877062625
1.9399999999998756,0.973923,0.9738101550595397,0.00011284494046026605
1.9499999999998754,0.974507,0.974411940478354,9.505952164601261e-05
1.9599999999998752,0.975086,0.9750021048517723,8.389514822770838e-05
1.969999999999875,0.975703,0.9755808147197703,0.00012218528022966968
1.9799999999998747,0.976289,0.9761482356584844,0.0001407643415155535
1.9899999999998745,0.976829,0.9767045322497813,0.00012446775021868195
1.9999999999998743,0.977399,0.977249868051814,0.00014913194818599873
2.009999999999874,0.97791,0.9777844055705619,0.00012559442943804733
2.019999999999874,0.978428,0.9783083062323467,0.00011969376765330608
2.0299999999998737,0.978903,0.9788217303573213,8.126964267862746e-05
2.0399999999998735,0.979403,0.9793248371339237,7.816286607631451e-05
2.0499999999998733,0.979931,0.9798177845942895,0.00011321540571052058
2.059999999999873,0.980415,0.9803007295906171,0.00011427040938294386
2.069999999999873,0.980894,0.9807738277724768,0.00012017222752325196
2.0799999999998726,0.981391,0.9812372335650564,0.00015376643494358078
2.0899999999998724,0.981829,0.9816911001483353,0.0001378998516646801
2.099999999999872,0.982282,0.9821355794371779,0.0001464205628221027
2.109999999999872,0.982689,0.9825708220623374,0.00011817793766266682
2.1199999999998718,0.983103,0.9829969773523618,0.00010602264763814873
2.1299999999998716,0.983527,0.9834141933163897,0.00011280668361035584
2.1399999999998713,0.983892,0.9838226166278287,6.938337217132773e-05
2.149999999999871,0.984282,0.9842223926089044,5.96073910955619e-05
2.159999999999871,0.98466,0.9846136652160695,4.633478393045731e-05
2.1699999999998707,0.985075,0.9849965770262629,7.842297373716889e-05
2.1799999999998705,0.985469,0.985371269224006,9.773077599406488e-05
2.1899999999998703,0.985828,0.9857378815893264,9.011841067363413e-05
2.19999999999987,0.986227,0.9860965524864967,0.00013044751350321793
2.20999999999987,0.986573,0.9864474188535756,0.00012558114642446938
2.2199999999998696,0.986892,0.9867906161927393,0.00010138380726065765
2.2299999999998694,0.987263,0.9871262785613937,0.00013672143860632424
2.239999999999869,0.987612,0.9874545385640492,0.00015746143595085638
2.249999999999869,0.987918,0.9877755273449511,0.0001424726550488531
2.259999999999869,0.988223,0.9880893745814489,0.00013362541855110877
2.2699999999998686,0.988509,0.9883962084780925,0.00011279152190746267
2.2799999999998684,0.988775,0.9886961557614433,7.884423855664124e-05
2.289999999999868,0.989047,0.9889893416755848,5.7658324415177375e-05
2.299999999999868,0.989314,0.9892758899783205,3.811002167952715e-05
2.3099999999998677,0.989604,0.9895559229380453,4.807706195475436e-05
2.3199999999998675,0.989876,0.9898295613312768,4.643866872322544e-05
2.3299999999998673,0.990154,0.9900969244408322,5.707555916778517e-05
2.339999999999867,0.990431,0.9903581300546382,7.286994536170877e-05
2.349999999999867,0.990701,0.9906132944651581,8.770553484194199e-05
2.3599999999998666,0.990965,0.990862532469424,0.00010246753057596703
2.3699999999998664,0.991192,0.99110595736966,8.60426303399553e-05
2.3799999999998662,0.991413,0.9913436809744803,6.931902551965408e-05
2.389999999999866,0.99164,0.9915758136006513,6.418639934868686e-05
2.399999999999866,0.99188,0.9918024640754008,7.753592459913694e-05
2.4099999999998656,0.9921,0.9920237397392633,7.626026073670467e-05
2.4199999999998654,0.992319,0.9922397464494435,7.925355055649064e-05
2.429999999999865,0.99253,0.992450588583688,7.94114163120696e-05
2.439999999999865,0.99274,0.9926563690446489,8.363095535102172e-05
2.4499999999998647,0.992955,0.9928571892647259,9.781073527415085e-05
2.4599999999998645,0.993163,0.9930531492113731,0.00010985078862690845
2.4699999999998643,0.993332,0.9932443473928568,8.76526071431627e-05
2.479999999999864,0.993497,0.9934308808644507,6.611913554921411e-05
2.489999999999864,0.993655,0.9936128452350543,4.215476494562331e-05
2.4999999999998637,0.993821,0.9937903346742215,3.066532577844505e-05
2.5099999999998635,0.993976,0.993963441919585,1.2558080415003836e-05
2.5199999999998632,0.994134,0.9941322582846651,1.741715334846461e-06
2.529999999999863,0.994318,0.9942968736670471,2.112633295292543e-05
2.539999999999863,0.994492,0.9944573765569152,3.4623443084802474e-05
2.5499999999998626,0.994655,0.9946138540459312,4.1145954068788626e-05
2.5599999999998624,0.994791,0.9947663918364421,2.4608163557870988e-05
2.569999999999862,0.994947,0.9949150742510069,3.1925748993133496e-05
2.579999999999862,0.995076,0.9950599842422274,1.6015757772547268e-05
2.5899999999998617,0.995221,0.9952012034028719,1.979659712814108e-05
2.5999999999998615,0.995336,0.9953388119762794,2.8119762793821224e-06
2.6099999999998613,0.995503,0.9954728888670309,3.0111132969135035e-05
2.619999999999861,0.995636,0.9956035116518769,3.24883481230831e-05
2.629999999999861,0.99576,0.9957307565909089,2.9243409091050943e-05
2.6399999999998607,0.995882,0.9958546986389623,2.730136103779035e-05
2.6499999999998605,0.996001,0.99597541145724,2.5588542760024424e-05
2.6599999999998603,0.996125,0.9960929674251456,3.2032574854401474e-05
2.66999999999986,0.996242,0.9962074376523129,3.456234768706157e-05
2.67999999999986,0.996338,0.9963188919908235,1.910800917648281e-05
2.6899999999998596,0.996433,0.9964273990475988,5.600952401207948e-06
2.6999999999998594,0.996535,0.9965330261969578,1.973803042121247e-06
2.709999999999859,0.996636,0.9966358395933294,1.6040667061290037e-07
2.719999999999859,0.996748,0.9967359041841073,1.2095815892676498e-05
2.7299999999998588,0.996844,0.9968332837226408,1.0716277359157367e-05
2.7399999999998585,0.996924,0.9969280407813482,4.040781348191302e-06
2.7499999999998583,0.997003,0.9970202367649441,1.7236764944139615e-05
2.759999999999858,0.997098,0.9971099319237726,1.1931923772579012e-05
2.769999999999858,0.997195,0.9971971853672338,2.1853672337313057e-06
2.7799999999998577,0.997285,0.9972820550772975,2.944922702474706e-06
2.7899999999998575,0.997372,0.9973645979220939,7.4020779061712005e-06
2.7999999999998573,0.997447,0.9974448696695709,2.1303304290620773e-06
2.809999999999857,0.997543,0.9975229250012131,2.007499878686758e-05
2.819999999999857,0.997626,0.9975988175258097,2.718247419031261e-05
2.8299999999998566,0.997718,0.9976725997932674,4.5400206732604254e-05
2.8399999999998564,0.997784,0.9977443233084566,3.9676691543366616e-05
2.849999999999856,0.997847,0.9978140385450858,3.296145491427094e-05
2.859999999999856,0.997932,0.9978817949595944,5.020504040564866e-05
2.8699999999998558,0.997989,0.9979476410050593,4.135899494073225e-05
2.8799999999998556,0.998053,0.9980116241451048,4.137585489516482e-05
2.8899999999998554,0.998109,0.9980737908678112,3.5209132188795955e-05
2.899999999999855,0.998155,0.9981341866996151,2.0813300384947553e-05
2.909999999999855,0.998206,0.9981928562191927,1.3143780807300942e-05
2.9199999999998547,0.998253,0.9982498430713231,3.156928676806281e-06
2.9299999999998545,0.998312,0.9983051899807219,6.810019278047363e-06
2.9399999999998543,0.998358,0.9983589387658423,9.387658422843614e-07
2.949999999999854,0.998425,0.9984111303526344,1.3869647365605253e-05
2.959999999999854,0.998474,0.9984618047882612,1.2195211738785794e-05
2.9699999999998536,0.998533,0.9985110012547618,2.1998745238227535e-05
2.9799999999998534,0.99858,0.9985587580826593,2.1241917340764083e-05
2.989999999999853,0.998635,0.998605112764507,2.9887235493020192e-05
2.999999999999853,0.998676,0.9986501019683692,2.589803163077775e-05
3.009999999999853,0.998731,0.9986937615512299,3.7238448770127164e-05
3.0199999999998526,0.998774,0.9987361265723271,3.787342767291868e-05
3.0299999999998524,0.998816,0.9987772313064072,3.876869359287216e-05
3.039999999999852,0.998858,0.998817109256895,4.0890743104982086e-05
3.049999999999852,0.998896,0.9988557931689768,4.02068310232373e-05
3.0599999999998517,0.998937,0.9988933150425902,4.368495740980638e-05
3.0699999999998515,0.998969,0.9989297061453205,3.929385467948965e-05
3.0799999999998513,0.998998,0.9989649970251966,3.300297480346437e-05
3.089999999999851,0.999041,0.9989992175233855,4.178247661446033e-05
3.099999999999851,0.999075,0.9990323967867811,4.260321321891691e-05
3.1099999999998507,0.999095,0.9990645632804854,3.043671951452609e-05
3.1199999999998504,0.99913,0.9990957448001772,3.4255199822808e-05
3.1299999999998502,0.999158,0.999125968484368,3.2031515632025e-05
3.13999999999985,0.999188,0.9991552608265409,3.273917345902877e-05
3.14999999999985,0.99922,0.999183647687171,3.635231282894669e-05
3.1599999999998496,0.999251,0.999211154305624,3.984569437598395e-05
3.1699999999998494,0.999272,0.9992378053119324,3.4194688067645806e-05
3.179999999999849,0.999293,0.9992636247384457,2.93752615543319e-05
3.189999999999849,0.999316,0.9992886360313543,2.7363968645666148e-05
3.1999999999998487,0.999343,0.9993128620620838,3.0137937916174806e-05
3.2099999999998485,0.999368,0.9993363251385596,3.167486144040055e-05
3.2199999999998483,0.999387,0.9993590470163396,2.7952983660428643e-05
3.229999999999848,0.999411,0.9993810489096129,2.9951090387170254e-05
3.239999999999848,0.999434,0.9994023515020652,3.1648497934799735e-05
3.2499999999998477,0.999456,0.9994229749576089,3.302504239111048e-05
3.2599999999998475,0.999477,0.9994429389309751,3.406106902481554e-05
3.2699999999998473,0.999489,0.9994622625781701,2.673742182990324e-05
3.279999999999847,0.999499,0.9994809645667927,1.8035433207330698e-05
3.289999999999847,0.999524,0.9994990630862141,2.493691378591123e-05
3.2999999999998466,0.999538,0.999516575857616,2.142414238404111e-05
3.3099999999998464,0.999548,0.9995335201438922,1.4479856107807443e-05
3.319999999999846,0.999565,0.9995499127594076,1.5087240592404072e-05
3.329999999999846,0.999578,0.9995657700796181,1.2229920381856552e-05
3.3399999999998458,0.999597,0.9995811080505494,1.5891949450508314e-05
3.3499999999998455,0.999609,0.9995959421981357,1.3057801864224672e-05
3.3599999999998453,0.999623,0.9996102876374178,1.2712362582267822e-05
3.369999999999845,0.99963,0.9996241590815997,5.840918400279449e-06
3.379999999999845,0.999647,0.9996375708509667,9.42914903323544e-06
3.3899999999998447,0.999665,0.9996505368816618,1.4463118338192693e-05
3.3999999999998445,0.999676,0.9996630707343229,1.2929265677086299e-05
3.4099999999998443,0.999688,0.999675185602581,1.2814397419069756e-05
3.419999999999844,0.9997,0.9996868943214187,1.3105678581371016e-05
3.429999999999844,0.99972,0.9996982093753912,2.1790624608830633e-05
3.4399999999998436,0.99973,0.9997091429067091,2.0857093290915785e-05
3.4499999999998434,0.999738,0.9997197067231837,1.829327681635018e-05
3.459999999999843,0.999749,0.9997299123060364,1.908769396363752e-05
3.469999999999843,0.999759,0.9997397708175724,1.9229182427582536e-05
3.4799999999998428,0.999765,0.9997492931087193,1.5706891280720114e-05
3.4899999999998426,0.999769,0.999758489726432,1.05102735680207e-05
3.4999999999998423,0.999779,0.9997673709209643,1.1629079035624379e-05
3.509999999999842,0.999787,0.9997759466530087,1.1053346991252155e-05
3.519999999999842,0.999795,0.9997842266007052,1.0773399294783381e-05
3.5299999999998417,0.999803,0.9997922201665193,1.0779833480745182e-05
3.5399999999998415,0.999812,0.9997999364839926,1.206351600746558e-05
3.5499999999998413,0.999824,0.9998073844243642,1.6615575635814395e-05
3.559999999999841,0.999831,0.9998145726030666,1.6427396933416105e-05
3.569999999999841,0.999838,0.999821509386095,1.6490613904962537e-05
3.5799999999998406,0.999846,0.999828202896254,1.7797103746053367e-05
3.5899999999998404,0.999849,0.9998346610192798,1.4338980720229877e-05
3.59999999999984,0.999854,0.9998408914098423,1.3108590157684397e-05
3.60999999999984,0.999863,0.9998469014974262,1.6098502573780316e-05
3.61999999999984,0.99987,0.9998526984920925,1.7301507907574454e-05
3.6299999999998396,0.999874,0.9998582893901241,1.571060987592965e-05
3.6399999999998394,0.999879,0.9998636809795541,1.5319020445825338e-05
3.649999999999839,0.999882,0.9998688798455795,1.3120154420565022e-05
3.659999999999839,0.999888,0.9998738923758614,1.4107624138559594e-05
3.6699999999998387,0.999892,0.9998787247657146,1.327523428540367e-05
3.6799999999998385,0.999896,0.9998833830231846,1.2616976815427172e-05
3.6899999999998383,0.999902,0.9998878729740177,1.41270259822468e-05
3.699999999999838,0.999909,0.9998922002665226,1.6799733477457224e-05
3.709999999999838,0.999914,0.999896370376326,1.7629623674020323e-05
3.7199999999998377,0.999917,0.999900388611024,1.661138897590675e-05
3.7299999999998374,0.999921,0.999904260114731,1.673988526895709e-05
3.7399999999998372,0.999925,0.9999079898725258,1.7010127474126335e-05
3.749999999999837,0.999927,0.9999115827147992,1.541728520082497e-05
3.759999999999837,0.999929,0.9999150433215019,1.3956678498017183e-05
3.7699999999998366,0.999937,0.9999183762262973,1.862377370265289e-05
3.7799999999998364,0.999938,0.9999215858206164,1.6414179383583694e-05
3.789999999999836,0.99994,0.9999246763576213,1.5323642378772817e-05
3.799999999999836,0.999942,0.9999276519560748,1.4348043925194176e-05
3.8099999999998357,0.999943,0.9999305166041201,1.2483395879892e-05
3.8199999999998355,0.999948,0.9999332741629703,1.4725837029661015e-05
3.8299999999998353,0.999955,0.999935928370511,1.90716294889981e-05
3.839999999999835,0.999956,0.9999384828448167,1.7517155183277566e-05
3.849999999999835,0.999958,0.999940941087581,1.7058912418987937e-05
3.8599999999998347,0.99996,0.9999433064874657,1.6693512534304844e-05
3.8699999999998345,0.999962,0.9999455823233663,1.641767663373983e-05
3.8799999999998342,0.999964,0.9999477717675982,1.6228232401771514e-05
3.889999999999834,0.999967,0.9999498778890038,1.7122110996248274e-05
3.899999999999834,0.999967,0.9999519036559824,1.5096344017639929e-05
